respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.42857142857142855,0.2857142857142857
26708,0.14285714285714285,0.42857142857142855
26709,0.42857142857142855,0.2857142857142857
26710,0.14285714285714285,0.42857142857142855
26711,0.2857142857142857,0.42857142857142855
26712,0.42857142857142855,0.2857142857142857
26713,0.42857142857142855,0.2857142857142857
26714,0.42857142857142855,0.2857142857142857
26715,0.14285714285714285,0.42857142857142855
26716,0.42857142857142855,0.2857142857142857
26717,0.2857142857142857,0.42857142857142855
26718,0.14285714285714285,0.42857142857142855
26719,0.42857142857142855,0.2857142857142857
26720,0.14285714285714285,0.42857142857142855
26721,0.14285714285714285,0.42857142857142855
26722,0.42857142857142855,0.2857142857142857
26723,0.2857142857142857,0.42857142857142855
26724,0.42857142857142855,0.2857142857142857
26725,0.2857142857142857,0.42857142857142855
26726,0.42857142857142855,0.2857142857142857
26727,0.42857142857142855,0.2857142857142857
26728,0.42857142857142855,0.2857142857142857
26729,0.42857142857142855,0.2857142857142857
26730,0.2857142857142857,0.42857142857142855
26731,0.14285714285714285,0.2857142857142857
26732,0.14285714285714285,0.2857142857142857
26733,0.14285714285714285,0.42857142857142855
26734,0.42857142857142855,0.2857142857142857
26735,0.42857142857142855,0.2857142857142857
26736,0.42857142857142855,0.2857142857142857
26737,0.14285714285714285,0.42857142857142855
26738,0.42857142857142855,0.2857142857142857
26739,0.14285714285714285,0.42857142857142855
26740,0.14285714285714285,0.42857142857142855
26741,0.42857142857142855,0.2857142857142857
26742,0.14285714285714285,0.42857142857142855
26743,0.14285714285714285,0.42857142857142855
26744,0.14285714285714285,0.42857142857142855
26745,0.42857142857142855,0.2857142857142857
26746,0.2857142857142857,0.42857142857142855
26747,0.42857142857142855,0.2857142857142857
26748,0.14285714285714285,0.42857142857142855
26749,0.14285714285714285,0.42857142857142855
26750,0.42857142857142855,0.2857142857142857
26751,0.42857142857142855,0.2857142857142857
26752,0.2857142857142857,0.42857142857142855
26753,0.2857142857142857,0.42857142857142855
26754,0.14285714285714285,0.42857142857142855
26755,0.14285714285714285,0.42857142857142855
26756,0.14285714285714285,0.2857142857142857
26757,0.14285714285714285,0.2857142857142857
26758,0.2857142857142857,0.42857142857142855
26759,0.14285714285714285,0.42857142857142855
26760,0.42857142857142855,0.2857142857142857
26761,0.42857142857142855,0.2857142857142857
26762,0.14285714285714285,0.42857142857142855
26763,0.42857142857142855,0.2857142857142857
26764,0.42857142857142855,0.2857142857142857
26765,0.2857142857142857,0.42857142857142855
26766,0.14285714285714285,0.42857142857142855
26767,0.42857142857142855,0.2857142857142857
26768,0.2857142857142857,0.42857142857142855
26769,0.42857142857142855,0.2857142857142857
26770,0.42857142857142855,0.2857142857142857
26771,0.14285714285714285,0.2857142857142857
26772,0.14285714285714285,0.2857142857142857
26773,0.42857142857142855,0.2857142857142857
26774,0.14285714285714285,0.42857142857142855
26775,0.42857142857142855,0.2857142857142857
26776,0.42857142857142855,0.2857142857142857
26777,0.42857142857142855,0.2857142857142857
26778,0.42857142857142855,0.2857142857142857
26779,0.42857142857142855,0.2857142857142857
26780,0.42857142857142855,0.2857142857142857
26781,0.14285714285714285,0.42857142857142855
26782,0.42857142857142855,0.2857142857142857
26783,0.42857142857142855,0.2857142857142857
26784,0.42857142857142855,0.2857142857142857
26785,0.42857142857142855,0.2857142857142857
26786,0.42857142857142855,0.2857142857142857
26787,0.2857142857142857,0.42857142857142855
26788,0.14285714285714285,0.42857142857142855
26789,0.42857142857142855,0.2857142857142857
26790,0.42857142857142855,0.2857142857142857
26791,0.14285714285714285,0.42857142857142855
26792,0.42857142857142855,0.2857142857142857
26793,0.42857142857142855,0.2857142857142857
26794,0.42857142857142855,0.2857142857142857
26795,0.14285714285714285,0.42857142857142855
26796,0.14285714285714285,0.2857142857142857
26797,0.2857142857142857,0.42857142857142855
26798,0.14285714285714285,0.42857142857142855
26799,0.2857142857142857,0.42857142857142855
26800,0.42857142857142855,0.2857142857142857
26801,0.14285714285714285,0.42857142857142855
26802,0.14285714285714285,0.42857142857142855
26803,0.42857142857142855,0.2857142857142857
26804,0.14285714285714285,0.2857142857142857
26805,0.14285714285714285,0.2857142857142857
26806,0.2857142857142857,0.42857142857142855
26807,0.2857142857142857,0.42857142857142855
26808,0.42857142857142855,0.2857142857142857
26809,0.14285714285714285,0.42857142857142855
26810,0.14285714285714285,0.42857142857142855
26811,0.42857142857142855,0.2857142857142857
26812,0.42857142857142855,0.2857142857142857
