respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.7142857142857142,0.2857142857142857
26708,0.14285714285714285,0.14285714285714285
26709,0.42857142857142855,0.5714285714285714
26710,0,0.14285714285714285
26711,0.2857142857142857,0.5714285714285714
26712,0.7142857142857142,0.5714285714285714
26713,0,0.42857142857142855
26714,0.14285714285714285,0.42857142857142855
26715,0,0.42857142857142855
26716,0.14285714285714285,0.2857142857142857
26717,0.14285714285714285,0.2857142857142857
26718,0.42857142857142855,0.42857142857142855
26719,0,0.8571428571428571
26720,0.14285714285714285,0
26721,0.14285714285714285,0.2857142857142857
26722,0,0
26723,0.7142857142857143,1
26724,0,0.7142857142857143
26725,0.2857142857142857,0
26726,0.14285714285714285,0.42857142857142855
26727,0.14285714285714285,0.8571428571428572
26728,0.42857142857142855,0.2857142857142857
26729,0.14285714285714285,0.14285714285714285
26730,0,0.14285714285714285
26731,0.2857142857142857,0.2857142857142857
26732,0.2857142857142857,0.5714285714285714
26733,0.7142857142857142,0.5714285714285714
26734,0.8571428571428571,0.14285714285714285
26735,0.2857142857142857,0.42857142857142855
26736,0.42857142857142855,0
26737,0.2857142857142857,0.2857142857142857
26738,0.7142857142857142,0.7142857142857142
26739,0.2857142857142857,0.2857142857142857
26740,0.2857142857142857,0.42857142857142855
26741,0,0.5714285714285714
26742,0.14285714285714285,0.2857142857142857
26743,0.2857142857142857,0.14285714285714285
26744,0.42857142857142855,0.7142857142857142
26745,0,0.8571428571428571
26746,0,0.14285714285714285
26747,0.14285714285714285,0.14285714285714285
26748,0.2857142857142857,0.14285714285714285
26749,0.14285714285714285,0
26750,0.14285714285714285,0.42857142857142855
26751,0.7142857142857142,0.2857142857142857
26752,0.2857142857142857,0.14285714285714285
26753,0.5714285714285714,0.2857142857142857
26754,0.42857142857142855,0.42857142857142855
26755,0.42857142857142855,0.42857142857142855
26756,0.14285714285714285,0.2857142857142857
26757,0.7142857142857142,0.42857142857142855
26758,0.42857142857142855,0.5714285714285714
26759,0.14285714285714285,0.14285714285714285
26760,0.2857142857142857,0.2857142857142857
26761,0.42857142857142855,1
26762,0.2857142857142857,0.2857142857142857
26763,0.8571428571428571,0.7142857142857142
26764,0.8571428571428571,1
26765,0,0.42857142857142855
26766,0.42857142857142855,0
26767,0.7142857142857142,0.14285714285714285
26768,0.42857142857142855,0
26769,0.14285714285714285,0.42857142857142855
26770,0.7142857142857142,0.5714285714285714
26771,0.42857142857142855,0.14285714285714285
26772,0.14285714285714285,0.2857142857142857
26773,0.14285714285714285,0.14285714285714285
26774,0,0.2857142857142857
26775,0.2857142857142857,0
26776,0.2857142857142857,0.42857142857142855
26777,0.14285714285714285,0.42857142857142855
26778,0.2857142857142857,0.2857142857142857
26779,0.42857142857142855,0.2857142857142857
26780,0,0.8571428571428571
26781,0,0.42857142857142855
26782,0.42857142857142855,0.14285714285714285
26783,0,0.2857142857142857
26784,0.42857142857142855,0.5714285714285714
26785,0.14285714285714285,0.42857142857142855
26786,0.2857142857142857,0.14285714285714285
26787,0,0.42857142857142855
26788,0,0.2857142857142857
