respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.4193610543758912,0.5760337585263401
26708,0.14285714285714285,0
26709,0.506907780646653,0.7834116921654013
26710,0.4285714285714285,0.7926220663609387
26711,0.2165883078345986,0.7142857142857142
26712,0.4285714285714285,0.6451597364060272
26713,0.5023025935488843,0.78801687926317
26714,0.4239662414736598,0.14285714285714285
26715,0.3456298893984354,0.06912597787968706
26716,0.3548402635939727,0.78801687926317
26717,0.2119831207368299,0.281109098616517
26718,0.4976974064511156,0.3548402635939727
26719,0.07373116497745576,0.7834116921654013
26720,0.14285714285714285,0.14285714285714285
26721,0.7050753400901769,0.2857142857142857
26722,0.506907780646653,0.2857142857142857
26723,0.5668233843308027,0.9308740221203129
26724,0.06912597787968706,0.562218197233034
26725,0.13825195575937413,0.06912597787968706
26726,0.14285714285714285,0.2119831207368299
26727,0.14746232995491151,0.7880168792631702
26728,0.6359493622104898,0.5714285714285714
26729,0.2903194728120544,0.4285714285714285
26730,0.13825195575937413,0.06912597787968706
26731,0.2857142857142857,0.2119831207368299
26732,0.4930922193533469,0.4930922193533469
26733,0.5714285714285714,0.6359493622104898
26734,0.7834116921654013,0.4976974064511156
26735,0.14285714285714285,0.2073779336390612
26736,0.4331766156691972,0.07373116497745576
26737,0.06912597787968706,0.13825195575937413
26738,0.6405545493082585,0.4331766156691972
26739,0.2119831207368299,0.2165883078345986
26740,0.2165883078345986,0.2903194728120544
26741,0.07373116497745576,0.7142857142857142
26742,0.4331766156691972,0.2857142857142857
26743,0.281109098616517,0.3548402635939727
26744,0.06912597787968706,0.7188909013834829
26745,0,0.8617480442406258
26746,0.2903194728120544,0.35944545069174144
26747,0,0.2165883078345986
26748,0.2857142857142857,0.07373116497745576
26749,0.2165883078345986,0.281109098616517
26750,0.4239662414736598,0.78801687926317
26751,0.6405545493082585,0.4930922193533469
26752,0.281109098616517,0.14285714285714285
26753,0.7188909013834829,0.4331766156691972
26754,0.2165883078345986,0.2119831207368299
26755,0.281109098616517,0.7142857142857142
26756,0.06912597787968706,0
26757,0.4930922193533469,0.5023025935488843
26758,0.6405545493082585,0.7834116921654013
26759,0.2119831207368299,0.2073779336390612
26760,0.2073779336390612,0.07373116497745576
26761,0.6405545493082585,0.7142857142857142
26762,0.3548402635939727,0.4976974064511156
26763,0.7142857142857142,0.5760337585263401
26764,0.5668233843308027,0.5023025935488843
26765,0.14285714285714285,0.4976974064511156
26766,0.506907780646653,0.07373116497745576
26767,0.5023025935488843,0.6359493622104898
26768,0.07373116497745576,0.3548402635939727
