respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.14285714285714285,0.7142857142857142
26708,0.14285714285714285,0
26709,0.7142857142857142,0.7142857142857142
26710,0.42857142857142855,1
26711,0.2857142857142857,0.7142857142857143
26712,0.42857142857142855,0.7142857142857142
26713,0.5714285714285714,0.8571428571428571
26714,0.2857142857142857,0.14285714285714285
26715,0,0
26716,0.2857142857142857,0.8571428571428571
26717,0.14285714285714285,0.14285714285714285
26718,0.42857142857142855,0.2857142857142857
26719,0.14285714285714285,0.7142857142857142
26720,0.14285714285714285,0.14285714285714285
26721,0.42857142857142855,0.2857142857142857
26722,0.7142857142857142,0.2857142857142857
26723,0.42857142857142855,1
26724,0,0.2857142857142857
26725,0,0
26726,0.14285714285714285,0.14285714285714285
26727,0.2857142857142857,0.8571428571428572
26728,0.42857142857142855,0.5714285714285714
26729,0.42857142857142855,0.42857142857142855
26730,0,0
26731,0.2857142857142857,0.14285714285714285
26732,0.2857142857142857,0.2857142857142857
26733,0.5714285714285714,0.42857142857142855
26734,0.7142857142857142,0.42857142857142855
26735,0.14285714285714285,0
26736,0.5714285714285714,0.14285714285714285
26737,0,0
26738,0.5714285714285714,0.5714285714285714
26739,0.14285714285714285,0.2857142857142857
26740,0.2857142857142857,0.42857142857142855
26741,0.14285714285714285,0.7142857142857142
26742,0.5714285714285714,0.2857142857142857
26743,0.14285714285714285,0.2857142857142857
26744,0,0.8571428571428571
26745,0,1
26746,0.42857142857142855,0.42857142857142855
26747,0,0.2857142857142857
26748,0.2857142857142857,0.14285714285714285
26749,0.2857142857142857,0.14285714285714285
26750,0.2857142857142857,0.8571428571428571
26751,0.5714285714285714,0.2857142857142857
26752,0.14285714285714285,0.14285714285714285
26753,0.8571428571428571,0.5714285714285714
26754,0.2857142857142857,0.14285714285714285
26755,0.14285714285714285,0.7142857142857143
26756,0,0
26757,0.2857142857142857,0.5714285714285714
26758,0.5714285714285714,0.7142857142857142
26759,0.14285714285714285,0
26760,0,0.14285714285714285
26761,0.5714285714285714,0.7142857142857142
26762,0.2857142857142857,0.42857142857142855
26763,0.7142857142857142,0.7142857142857142
26764,0.42857142857142855,0.5714285714285714
26765,0.14285714285714285,0.42857142857142855
26766,0.7142857142857143,0.14285714285714285
26767,0.5714285714285714,0.42857142857142855
26768,0.14285714285714285,0.2857142857142857
26769,0,0.5714285714285714
26770,0.2857142857142857,0.5714285714285714
26771,0.2857142857142857,0.14285714285714285
26772,0,0.2857142857142857
26773,0.2857142857142857,0.5714285714285714
26774,0,0.14285714285714285
26775,0.2857142857142857,0.5714285714285714
26776,0.2857142857142857,0.42857142857142855
26777,0.14285714285714285,0.8571428571428571
26778,0.2857142857142857,0.14285714285714285
26779,0.42857142857142855,0.42857142857142855
26780,0,0.7142857142857143
26781,0,0.14285714285714285
26782,0.2857142857142857,0.42857142857142855
26783,0,0.14285714285714285
26784,0.2857142857142857,0.42857142857142855
26785,0.2857142857142857,0.42857142857142855
26786,0.5714285714285714,0.2857142857142857
26787,0,0.42857142857142855
26788,0,0.42857142857142855
26789,0.42857142857142855,0.14285714285714285
26790,0.42857142857142855,0.14285714285714285
26791,0,0
26792,0.42857142857142855,0.42857142857142855
26793,0,1
26794,0.42857142857142855,0.8571428571428571
26795,0.5714285714285714,0.8571428571428571
26796,0,0
26797,0.42857142857142855,0.2857142857142857
26798,0.8571428571428571,0.2857142857142857
