respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.7142857142857143,0.42857142857142855
26708,0.14285714285714285,0
26709,0.2857142857142857,0.8571428571428571
26710,0.42857142857142855,0.5714285714285714
26711,0.14285714285714285,0.7142857142857143
26712,0.42857142857142855,0.5714285714285714
26713,0.42857142857142855,0.7142857142857143
26714,0.5714285714285714,0.14285714285714285
26715,0.7142857142857143,0.14285714285714285
26716,0.42857142857142855,0.7142857142857143
26717,0.2857142857142857,0.42857142857142855
26718,0.5714285714285714,0.42857142857142855
26719,0,0.8571428571428571
26720,0.14285714285714285,0.14285714285714285
26721,1,0.2857142857142857
26722,0.2857142857142857,0.2857142857142857
26723,0.7142857142857143,0.8571428571428571
26724,0.14285714285714285,0.8571428571428571
26725,0.2857142857142857,0.14285714285714285
26726,0.14285714285714285,0.2857142857142857
26727,0,0.7142857142857143
26728,0.8571428571428571,0.5714285714285714
26729,0.14285714285714285,0.42857142857142855
26730,0.2857142857142857,0.14285714285714285
26731,0.2857142857142857,0.2857142857142857
26732,0.7142857142857143,0.7142857142857143
26733,0.5714285714285714,0.8571428571428571
26734,0.8571428571428571,0.5714285714285714
26735,0.14285714285714285,0.42857142857142855
26736,0.2857142857142857,0
26737,0.14285714285714285,0.2857142857142857
26738,0.7142857142857143,0.2857142857142857
26739,0.2857142857142857,0.14285714285714285
26740,0.14285714285714285,0.14285714285714285
26741,0,0.7142857142857143
26742,0.2857142857142857,0.2857142857142857
26743,0.42857142857142855,0.42857142857142855
26744,0.14285714285714285,0.5714285714285714
26745,0,0.7142857142857143
26746,0.14285714285714285,0.2857142857142857
26747,0,0.14285714285714285
26748,0.2857142857142857,0
26749,0.14285714285714285,0.42857142857142855
26750,0.5714285714285714,0.7142857142857143
26751,0.7142857142857143,0.7142857142857143
26752,0.42857142857142855,0.14285714285714285
26753,0.5714285714285714,0.2857142857142857
26754,0.14285714285714285,0.2857142857142857
26755,0.42857142857142855,0.7142857142857143
26756,0.14285714285714285,0
26757,0.7142857142857143,0.42857142857142855
26758,0.7142857142857143,0.8571428571428571
26759,0.2857142857142857,0.42857142857142855
26760,0.42857142857142855,0
26761,0.7142857142857143,0.7142857142857143
26762,0.42857142857142855,0.5714285714285714
26763,0.7142857142857143,0.42857142857142855
26764,0.7142857142857143,0.42857142857142855
26765,0.14285714285714285,0.5714285714285714
26766,0.2857142857142857,0
26767,0.42857142857142855,0.8571428571428571
26768,0,0.42857142857142855
26769,0.2857142857142857,0.2857142857142857
26770,0.42857142857142855,0.5714285714285714
26771,0.2857142857142857,0.2857142857142857
26772,0.42857142857142855,0.7142857142857143
26773,0.14285714285714285,0.7142857142857143
26774,0.2857142857142857,0
26775,0.14285714285714285,0.14285714285714285
26776,0.7142857142857143,0.2857142857142857
26777,0.14285714285714285,0.8571428571428571
26778,0,0.2857142857142857
26779,0.14285714285714285,0.5714285714285714
26780,0,0.8571428571428571
26781,0.14285714285714285,0.8571428571428571
26782,0.2857142857142857,0.42857142857142855
26783,0.14285714285714285,0.14285714285714285
26784,0.5714285714285714,0.2857142857142857
26785,0.8571428571428571,0.5714285714285714
26786,0.14285714285714285,0.2857142857142857
26787,0.14285714285714285,0.7142857142857143
26788,0.14285714285714285,0.8571428571428571
26789,0.2857142857142857,0.8571428571428571
26790,0,0.14285714285714285
26791,0.2857142857142857,0.14285714285714285
26792,0,0.42857142857142855
26793,0.42857142857142855,0.8571428571428571
26794,0.14285714285714285,0.5714285714285714
26795,0.14285714285714285,0.7142857142857143
26796,0.2857142857142857,0.14285714285714285
26797,0.5714285714285714,0.42857142857142855
26798,0.7142857142857143,0.42857142857142855
26799,0.14285714285714285,0.42857142857142855
